F S UID          PID    PPID  C PRI  NI ADDR SZ WCHAN  STIME TTY          TIME CMD
1 S joaocout    8018    8016  0  80   0 - 4307604 do_sys 03:52 ?      00:00:00 /usr/share/code/code --type=zygote --enable-crashpad --enable-crashpad
0 S joaocout    8031    1557  0  80   0 - 4199571 do_epo 03:52 ?      00:00:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/joaocout/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=85ba90c4-3b1a-4feb-bba6-9d93c2852ea2&iid=85ba90c4-3b1a-4feb-bba6-9d93c2852ea2&sid=85ba90c4-3b1a-4feb-bba6-9d93c2852ea2 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.70.0 --annotation=prod=Electron --annotation=ver=18.3.5 --initial-client-fd=43 --shared-client-connection
1 S joaocout    8049    8015  0  80   0 - 4398326 do_sys 03:52 ?      00:02:49 /usr/share/code/code --type=gpu-process --enable-crashpad --crashpad-handler-pid=8031 --enable-crash-reporter=5592569e-0024-4e38-a6a1-7846d1ddb12b,no_channel --user-data-dir=/home/joaocout/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,17886244156285360112,7612847680893745304,131072 --disable-features=SpareRendererForSitePerProcess
0 S joaocout    8072    8008  0  80   0 - 4324118 futex_ 03:52 ?      00:00:06 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=8031 --enable-crash-reporter=5592569e-0024-4e38-a6a1-7846d1ddb12b,no_channel --user-data-dir=/home/joaocout/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17886244156285360112,7612847680893745304,131072 --disable-features=SpareRendererForSitePerProcess --enable-crashpad
0 S joaocout    8093    8008  3  80   0 - 11198898 futex_ 03:52 ?     00:13:52 /usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=8031 --enable-crash-reporter=5592569e-0024-4e38-a6a1-7846d1ddb12b,no_channel --user-data-dir=/home/joaocout/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --enable-blink-features=HighlightAPI --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=3868172028 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17886244156285360112,7612847680893745304,131072 --disable-features=SpareRendererForSitePerProcess --vscode-window-config=vscode:0cbfd559-ecc6-446b-b524-33c8b32aec07 --enable-crashpad
0 S joaocout    8114    8008  0  80   0 - 7529433 futex_ 03:52 ?      00:01:10 /usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=8031 --enable-crash-reporter=5592569e-0024-4e38-a6a1-7846d1ddb12b,no_channel --user-data-dir=/home/joaocout/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=3868943702 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17886244156285360112,7612847680893745304,131072 --disable-features=SpareRendererForSitePerProcess --vscode-window-config=vscode:f0070a51-7fd6-4eab-a229-3d9785a15196 --vscode-window-kind=shared-process --enable-crashpad
0 S joaocout    8115    8008  0  80   0 - 5355693 do_epo 03:52 ?      00:02:11 /usr/share/code/code --ms-enable-electron-run-as-node --inspect-port=0 /usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock
0 S joaocout    8145    8114  0  80   0 - 5353558 do_epo 03:52 ?      00:00:00 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost --logsPath /home/joaocout/.config/Code/logs/20220808T035237
0 S joaocout    8166    8114  0  80   0 - 5357638 do_epo 03:52 ?      00:00:01 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
0 S joaocout    8193    8115  0  80   0 - 417479 unix_s 03:52 ?       00:00:52 /home/joaocout/.vscode/extensions/ms-vscode.cpptools-1.11.4-linux-x64/bin/cpptools
0 S joaocout    8258    8115  0  80   0 - 5345226 do_epo 03:52 ?      00:00:00 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=8115
0 S joaocout   11241    1580  0  80   0 -  1874 -      04:31 ?        00:00:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
1 I root       13476       2  0  80   0 -     0 -      05:33 ?        00:00:02 [kworker/u64:2-btrfs-endio-write]
1 I root       14139       2  0  80   0 -     0 -      06:08 ?        00:00:02 [kworker/u64:1-btrfs-endio-write]
4 S joaocout   17724    1557  0  80   0 - 8665096 do_sys 08:12 ?      00:01:09 /opt/google/chrome/chrome --desktop-startup-id=gnome-shell/Google Chrome/1715-0-fedora_TIME297809 --disable-features --enable-crashpad --enable-features --enable-crashpad
0 S joaocout   17728   17724  0  80   0 - 55402 pipe_r 08:12 ?        00:00:00 cat
0 S joaocout   17729   17724  0  80   0 - 55402 pipe_r 08:12 ?        00:00:00 cat
0 S joaocout   17731    1557  0  80   0 - 8393904 do_epo 08:12 ?      00:00:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/joaocout/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 36 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=104.0.5112.79 --initial-client-fd=5 --shared-client-connection
0 S joaocout   17733    1557  0  80   0 - 8391851 do_epo 08:12 ?      00:00:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/joaocout/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 36 (Workstation Edition) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=104.0.5112.79 --initial-client-fd=4 --shared-client-connection
0 S joaocout   17742   17724  0  80   0 - 8513026 do_sys 08:12 ?      00:00:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-crashpad
4 S joaocout   17743   17724  0  80   0 - 8513024 do_wai 08:12 ?      00:00:00 /opt/google/chrome/chrome --type=zygote --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-crashpad
4 S joaocout   17745   17743  0  80   0 - 8390778 skb_wa 08:12 ?      00:00:00 /opt/google/chrome/nacl_helper
5 S joaocout   17748   17743  0  80   0 - 8513030 do_sys 08:12 ?      00:00:00 /opt/google/chrome/chrome --type=zygote --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-crashpad
1 S joaocout   17780   17742  1  80   0 - 8675103 futex_ 08:12 ?      00:01:55 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADgAAAAAAAAAOAAAAAAAAAAAAAAAAAAAABAAAAABAAAACAAAAAAAAAAQAAAAAAAAAAAAAAAEAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
0 S joaocout   17781   17724  0  80   0 - 8531231 futex_ 08:12 ?      00:00:38 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer --enable-crashpad
1 S joaocout   17792   17748  0  80   0 - 8525424 futex_ 08:12 ?      00:00:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   17824   17748  0  80   0 - 294935529 futex_ 08:12 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --extension-process --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=19446377089 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   17858   17748  0  80   0 - 294935529 futex_ 08:12 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --extension-process --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=19446392197 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   17963   17748 11  80   0 - 298100708 futex_ 08:12 ?    00:17:17 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=20 --launch-time-ticks=19448444067 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   17964   17748  0  80   0 - 294938315 futex_ 08:12 ?    00:00:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=13 --launch-time-ticks=19448445311 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
0 S joaocout   18071   17724  2  80   0 - 8545798 futex_ 08:12 ?      00:03:30 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer --enable-crashpad
1 I root       18395       2  0  80   0 -     0 -      08:12 ?        00:00:02 [kworker/u64:9-btrfs-endio-write]
1 I root       21469       2  0  80   0 -     0 -      09:06 ?        00:00:01 [kworker/u64:3-blkcg_punt_bio]
1 S joaocout   22064   17748  0  80   0 - 295991109 futex_ 09:20 ?    00:00:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=77 --launch-time-ticks=23538541164 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22442   17748  0  80   0 - 294938406 futex_ 09:26 ?    00:00:04 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=85 --launch-time-ticks=23930362044 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22630   17748  0  80   0 - 294940736 futex_ 09:28 ?    00:00:05 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=93 --launch-time-ticks=24044778633 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22648   17748  0  80   0 - 294935567 futex_ 09:28 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=94 --launch-time-ticks=24048350037 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22679   17748  0  80   0 - 294940411 futex_ 09:29 ?    00:00:04 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=95 --launch-time-ticks=24051226162 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22716   17748  0  80   0 - 294937617 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=97 --launch-time-ticks=24054188712 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22724   17748  0  80   0 - 294940578 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=98 --launch-time-ticks=24054194316 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22760   17748  0  80   0 - 294935566 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=100 --launch-time-ticks=24054628460 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22775   17748  0  80   0 - 294938736 futex_ 09:29 ?    00:00:01 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=101 --launch-time-ticks=24054655262 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22810   17748  0  80   0 - 294939148 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=104 --launch-time-ticks=24054834530 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22855   17748  0  80   0 - 294935567 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=106 --launch-time-ticks=24055425576 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22871   17748  0  80   0 - 294935566 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=107 --launch-time-ticks=24056197561 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22878   17748  0  80   0 - 294935567 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=108 --launch-time-ticks=24056202382 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22880   17748  0  80   0 - 294935528 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=109 --launch-time-ticks=24056204279 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22913   17748  0  80   0 - 294935567 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=110 --launch-time-ticks=24056223052 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22917   17748  0  80   0 - 294935567 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=111 --launch-time-ticks=24056225502 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22921   17748  0  80   0 - 294935567 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=112 --launch-time-ticks=24056227827 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   22928   17748  0  80   0 - 294935566 futex_ 09:29 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=113 --launch-time-ticks=24056230634 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   23174   17748  0  80   0 - 294938468 futex_ 09:30 ?    00:00:03 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=123 --launch-time-ticks=24134768034 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 S joaocout   23371   17748  0  80   0 - 294943222 futex_ 09:32 ?    00:00:10 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=129 --launch-time-ticks=24273715033 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 I root       23585       2  0  80   0 -     0 -      09:36 ?        00:00:00 [kworker/5:0-rcu_par_gp]
1 I root       23586       2  0  80   0 -     0 -      09:36 ?        00:00:00 [kworker/3:1-rcu_gp]
1 I root       23599       2  0  80   0 -     0 -      09:36 ?        00:00:00 [kworker/0:2-events]
1 I root       23600       2  0  80   0 -     0 -      09:36 ?        00:00:00 [kworker/2:1-events]
1 I root       23678       2  0  80   0 -     0 -      09:37 ?        00:00:00 [kworker/1:3-rcu_gp]
1 I root       24814       2  0  80   0 -     0 -      09:55 ?        00:00:00 [kworker/4:0-events]
1 I root       25647       2  0  80   0 -     0 -      10:14 ?        00:00:00 [kworker/5:1-events]
1 I root       25648       2  0  80   0 -     0 -      10:14 ?        00:00:00 [kworker/3:0-events]
1 I root       25650       2  0  80   0 -     0 -      10:14 ?        00:00:00 [kworker/4:2-events]
1 I root       25651       2  0  80   0 -     0 -      10:14 ?        00:00:00 [kworker/1:1-events]
1 I root       25661       2  0  80   0 -     0 -      10:14 ?        00:00:00 [kworker/2:0-events]
1 I root       25716       2  0  80   0 -     0 -      10:15 ?        00:00:00 [kworker/u64:12-flush-btrfs-1]
1 I root       25729       2  0  80   0 -     0 -      10:15 ?        00:00:00 [kworker/u64:13-btrfs-endio-write]
1 I root       25730       2  0  80   0 -     0 -      10:15 ?        00:00:00 [kworker/u64:14-btrfs-endio-write]
1 I root       25731       2  0  80   0 -     0 -      10:15 ?        00:00:00 [kworker/u64:15-btrfs-endio-write]
1 I root       25775       2  0  60 -20 -     0 -      10:15 ?        00:00:00 [kworker/u65:2-btrfs-worker-high]
1 S joaocout   25942   17748  0  80   0 - 294938540 futex_ 10:17 ?    00:00:02 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=162 --launch-time-ticks=26932268312 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 I root       26208       2  0  80   0 -     0 -      10:21 ?        00:00:00 [kworker/0:0-events]
1 I root       26772       2  0  80   0 -     0 -      10:28 ?        00:00:00 [kworker/u64:0-btrfs-endio-write]
1 I root       26889       2  0  60 -20 -     0 -      10:29 ?        00:00:00 [kworker/u65:0-btrfs-worker-high]
1 I root       27266       2  0  80   0 -     0 -      10:33 ?        00:00:00 [kworker/u64:4-events_unbound]
0 S root       27976     762  0  80   0 -  4428 -      10:41 ?        00:00:00 systemd-userwork
0 S joaocout   28082    1557  1  80   0 - 1274249 futex_ 10:43 ?      00:00:01 /home/joaocout/.vscode/extensions/ms-vscode.cpptools-1.11.4-linux-x64/bin/cpptools-srv 8193 {15DF386E-F5FC-40AA-A18D-61E5B7BEEDE0}
1 S joaocout   28110   17748  0  80   0 - 294935528 futex_ 10:43 ?    00:00:00 /opt/google/chrome/chrome --type=renderer --enable-crashpad --crashpad-handler-pid=17731 --enable-crash-reporter=, --display-capture-permissions-policy-allowed --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=178 --launch-time-ticks=28524091790 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17112339551729260557,8909073520734087881,131072 --enable-features=WebRTCPipeWireCapturer
1 I root       28174       2  0  80   0 -     0 -      10:44 ?        00:00:00 [kworker/u64:5-blkcg_punt_bio]
0 S root       28179     762  0  80   0 -  4428 -      10:44 ?        00:00:00 systemd-userwork
0 S root       28201     762  0  80   0 -  4428 -      10:44 ?        00:00:00 systemd-userwork
0 S joaocout   28209    7933  0  80   0 -  1487 do_wai 10:45 pts/0    00:00:00 ./BRsh teste.brsh
4 R joaocout   28210   28209  0  80   0 - 56470 -      10:45 pts/0    00:00:00 ps -elf
